row_operation,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lanthonid_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Legion Pursuit II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lightning (Al Barkh)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lightning Blitz_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lightning Hammer_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lion_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lion Hunt_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lion Hunt II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lions Paw_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lions Roar_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lions(Asad)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Little Man Brief_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Locust_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Lofty Summit_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Longhorn_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Longstreet_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Machete Harvest_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Manchu Harvest III (Salah ad Din)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mandarin Squeeze_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Market Sweep_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Marne_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Marne Grand Slam_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Marne Piledriver_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Marne Rugged_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mayfield III_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Michigan_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Minotaur_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Money Worth_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mongoose_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Monmouth_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Montana II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Moon_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Moon River Dragon_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Moonlight (Alkamra Almaner)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mountaineers(Hiba)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Moving Forward_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mustang Flex_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mustang Socko_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Muthana Strike_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Mutual Security_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation National Unity_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Neighborhood Watch_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation New Blue_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation New Dawn (Al Fajr)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation New Day_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation New Hope_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation New Town_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Nijemgen II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Nijmegen_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Nijmegen II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Ninewa Resolve_,NA
Operation Airborne Dragon_Q7096734,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Northern Delay_Q7097340,Operation Airborne Dragon_Q7096734
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Northern Forge_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Northern Fury_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Northern Lights_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Northern Venture_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Northwestern Shoulder_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation O.K. Corral_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Ohio II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Oklahoma_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Olympus_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Open Window_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Option North_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Outer Banks_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Outlaw Destroyer_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Panther Backroads_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Panthers (Numur)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Paradise City II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Passage_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Patriot Strike_,NA
